Feature_ID	ntips_parsimony_glottolog	zeroes_parsimony_glottolog	ones_parsimony_glottolog	min_percent_parsimony_glottolog	min_parsimony_glottolog	Proto-language	Prediction	Feature	Source (Latex)	Source	Comment	Language_ID	conflict	glottolog_parsimony_prediction	glottolog_parsimony_prediction_0	glottolog_parsimony_prediction_1	Parsimony result (Glottolog-tree)	Abbreviation	Question
GB147	204	152	52	0.2549019607843137	52	Proto-Oceanic	0	NA	NA	NA	NA	NA	NA	Absent	1	0	True Negative	GB147 PassiveBoundV	Is there a morphological passive marked on the lexical verb?
GB147	204	152	52	0.2549019607843137	52	Proto-Polynesian	1	NA	NA	NA	NA	NA	NA	Absent	1	0	False Negative	GB147 PassiveBoundV	Is there a morphological passive marked on the lexical verb?
GB147	204	152	52	0.2549019607843137	52	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB147 PassiveBoundV	Is there a morphological passive marked on the lexical verb?
GB148	187	163	24	0.12834224598930483	24	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB148 AntipassiveBoundV	Is there a morphological antipassive marked on the lexical verb?
GB148	187	163	24	0.12834224598930483	24	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Half	0.5	0.5	NA	GB148 AntipassiveBoundV	Is there a morphological antipassive marked on the lexical verb?
GB148	187	163	24	0.12834224598930483	24	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB148 AntipassiveBoundV	Is there a morphological antipassive marked on the lexical verb?
GB148	187	163	24	0.12834224598930483	24	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB148 AntipassiveBoundV	Is there a morphological antipassive marked on the lexical verb?
GB149	223	223	0	0	0	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB149 InverseBoundV	Is there a morphologically marked inverse on verbs?
GB149	223	223	0	0	0	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB149 InverseBoundV	Is there a morphologically marked inverse on verbs?
GB149	223	223	0	0	0	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB149 InverseBoundV	Is there a morphologically marked inverse on verbs?
GB149	223	223	0	0	0	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB149 InverseBoundV	Is there a morphologically marked inverse on verbs?
GB150	169	145	24	0.14201183431952663	24	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB150 ClauseChain	Is there clause chaining?
GB150	169	145	24	0.14201183431952663	24	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB150 ClauseChain	Is there clause chaining?
GB150	169	145	24	0.14201183431952663	24	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB150 ClauseChain	Is there clause chaining?
GB150	169	145	24	0.14201183431952663	24	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB150 ClauseChain	Is there clause chaining?
GB151	219	205	14	0.0639269406392694	14	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB151 SwitchReference	Is there an overt verb marker dedicated to signalling coreference or noncoreference between the subject of one clause and an argument of an adjacent clause (""""""""""""""""switch reference"""""""""""""""")?
GB151	219	205	14	0.0639269406392694	14	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB151 SwitchReference	Is there an overt verb marker dedicated to signalling coreference or noncoreference between the subject of one clause and an argument of an adjacent clause (""""""""""""""""switch reference"""""""""""""""")?
GB151	219	205	14	0.0639269406392694	14	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB151 SwitchReference	Is there an overt verb marker dedicated to signalling coreference or noncoreference between the subject of one clause and an argument of an adjacent clause (""""""""""""""""switch reference"""""""""""""""")?
GB151	219	205	14	0.0639269406392694	14	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB151 SwitchReference	Is there an overt verb marker dedicated to signalling coreference or noncoreference between the subject of one clause and an argument of an adjacent clause (""""""""""""""""switch reference"""""""""""""""")?
GB152	212	179	33	0.15566037735849056	33	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB152 SimulSeqBound	Is there a morphologically marked distinction between simultaneous and sequential clauses?
GB152	212	179	33	0.15566037735849056	33	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB152 SimulSeqBound	Is there a morphologically marked distinction between simultaneous and sequential clauses?
GB152	212	179	33	0.15566037735849056	33	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB152 SimulSeqBound	Is there a morphologically marked distinction between simultaneous and sequential clauses?
GB152	212	179	33	0.15566037735849056	33	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB152 SimulSeqBound	Is there a morphologically marked distinction between simultaneous and sequential clauses?
GB155	246	66	180	0.2682926829268293	66	Proto-Central Pacific	1	NA	NA	NA	NA	NA	NA	Present	0	1	True Positive	GB155 CAUSBound	Are causatives formed by affixes or clitics on verbs?
GB155	246	66	180	0.2682926829268293	66	Proto-Oceanic	1	NA	NA	NA	NA	NA	NA	Present	0	1	True Positive	GB155 CAUSBound	Are causatives formed by affixes or clitics on verbs?
GB155	246	66	180	0.2682926829268293	66	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB155 CAUSBound	Are causatives formed by affixes or clitics on verbs?
GB155	246	66	180	0.2682926829268293	66	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB155 CAUSBound	Are causatives formed by affixes or clitics on verbs?
GB156	216	212	4	0.018518518518518517	4	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB156 CAUSSay	Is there a causative construction involving an element that is unmistakably grammaticalized from a verb for 'to say'?
GB156	216	212	4	0.018518518518518517	4	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB156 CAUSSay	Is there a causative construction involving an element that is unmistakably grammaticalized from a verb for 'to say'?
GB156	216	212	4	0.018518518518518517	4	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB156 CAUSSay	Is there a causative construction involving an element that is unmistakably grammaticalized from a verb for 'to say'?
GB156	216	212	4	0.018518518518518517	4	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB156 CAUSSay	Is there a causative construction involving an element that is unmistakably grammaticalized from a verb for 'to say'?
GB158	243	28	215	0.11522633744855967	28	Proto-Oceanic	1	NA	NA	NA	NA	NA	NA	Present	0	1	True Positive	GB158 RedupV	Are verbs reduplicated?
GB158	243	28	215	0.11522633744855967	28	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB158 RedupV	Are verbs reduplicated?
GB158	243	28	215	0.11522633744855967	28	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB158 RedupV	Are verbs reduplicated?
GB158	243	28	215	0.11522633744855967	28	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB158 RedupV	Are verbs reduplicated?
GB159	197	73	124	0.37055837563451777	73	Proto-Oceanic	1	NA	NA	NA	NA	NA	NA	Present	0	1	True Positive	GB159 RedupNoun	Are nouns reduplicated?
GB159	197	73	124	0.37055837563451777	73	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB159 RedupNoun	Are nouns reduplicated?
GB159	197	73	124	0.37055837563451777	73	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB159 RedupNoun	Are nouns reduplicated?
GB159	197	73	124	0.37055837563451777	73	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB159 RedupNoun	Are nouns reduplicated?
GB160	182	80	102	0.43956043956043955	80	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB160 RedupOther	Are elements apart from verbs or nouns reduplicated?
GB160	182	80	102	0.43956043956043955	80	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB160 RedupOther	Are elements apart from verbs or nouns reduplicated?
GB160	182	80	102	0.43956043956043955	80	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Half	0.5	0.5	NA	GB160 RedupOther	Are elements apart from verbs or nouns reduplicated?
GB160	182	80	102	0.43956043956043955	80	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.6666666666666666	0.3333333333333333	NA	GB160 RedupOther	Are elements apart from verbs or nouns reduplicated?
GB165	247	244	3	0.012145748987854251	3	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB165 TrialBound	Is there productive morphological trial marking on nouns?
GB165	247	244	3	0.012145748987854251	3	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB165 TrialBound	Is there productive morphological trial marking on nouns?
GB165	247	244	3	0.012145748987854251	3	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB165 TrialBound	Is there productive morphological trial marking on nouns?
GB165	247	244	3	0.012145748987854251	3	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB165 TrialBound	Is there productive morphological trial marking on nouns?
GB166	247	243	4	0.016194331983805668	4	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB166 PaucalBound	Is there productive morphological paucal marking on nouns?
GB166	247	243	4	0.016194331983805668	4	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB166 PaucalBound	Is there productive morphological paucal marking on nouns?
GB166	247	243	4	0.016194331983805668	4	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB166 PaucalBound	Is there productive morphological paucal marking on nouns?
GB166	247	243	4	0.016194331983805668	4	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB166 PaucalBound	Is there productive morphological paucal marking on nouns?
GB167	185	184	1	0.005405405405405406	1	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB167 PROLogophore	Is there a logophoric pronoun?
GB167	185	184	1	0.005405405405405406	1	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB167 PROLogophore	Is there a logophoric pronoun?
GB167	185	184	1	0.005405405405405406	1	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB167 PROLogophore	Is there a logophoric pronoun?
GB167	185	184	1	0.005405405405405406	1	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB167 PROLogophore	Is there a logophoric pronoun?
GB170	243	238	5	0.0205761316872428	5	Proto-Oceanic	0	NA	NA	NA	NA	NA	NA	Absent	1	0	True Negative	GB170 ADJGender	Can an adnominal property word agree with the noun in gender/noun class?
GB170	243	238	5	0.0205761316872428	5	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB170 ADJGender	Can an adnominal property word agree with the noun in gender/noun class?
GB170	243	238	5	0.0205761316872428	5	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB170 ADJGender	Can an adnominal property word agree with the noun in gender/noun class?
GB170	243	238	5	0.0205761316872428	5	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB170 ADJGender	Can an adnominal property word agree with the noun in gender/noun class?
GB171	242	237	5	0.02066115702479339	5	Proto-Oceanic	0	NA	NA	NA	NA	NA	NA	Absent	1	0	True Negative	GB171 DEMGender	Can an adnominal demonstrative agree with the noun in gender/noun class?
GB171	242	237	5	0.02066115702479339	5	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB171 DEMGender	Can an adnominal demonstrative agree with the noun in gender/noun class?
GB171	242	237	5	0.02066115702479339	5	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB171 DEMGender	Can an adnominal demonstrative agree with the noun in gender/noun class?
GB171	242	237	5	0.02066115702479339	5	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB171 DEMGender	Can an adnominal demonstrative agree with the noun in gender/noun class?
GB172	251	232	19	0.07569721115537849	19	Proto-Oceanic	0	NA	NA	NA	NA	NA	NA	Absent	1	0	True Negative	GB172 ARTGender	Can an article agree with the noun in gender/noun class?
GB172	251	232	19	0.07569721115537849	19	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB172 ARTGender	Can an article agree with the noun in gender/noun class?
GB172	251	232	19	0.07569721115537849	19	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB172 ARTGender	Can an article agree with the noun in gender/noun class?
GB172	251	232	19	0.07569721115537849	19	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB172 ARTGender	Can an article agree with the noun in gender/noun class?
GB177	213	193	20	0.09389671361502347	20	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB177 AnimacyBoundV	Can the verb carry a marker of animacy of argument, unrelated to any gender/noun class of the argument visible in the NP domain?
GB177	213	193	20	0.09389671361502347	20	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB177 AnimacyBoundV	Can the verb carry a marker of animacy of argument, unrelated to any gender/noun class of the argument visible in the NP domain?
GB177	213	193	20	0.09389671361502347	20	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB177 AnimacyBoundV	Can the verb carry a marker of animacy of argument, unrelated to any gender/noun class of the argument visible in the NP domain?
GB177	213	193	20	0.09389671361502347	20	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB177 AnimacyBoundV	Can the verb carry a marker of animacy of argument, unrelated to any gender/noun class of the argument visible in the NP domain?
GB184	229	166	63	0.27510917030567683	63	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB184 AdjNUM	Can an adnominal property word agree with the noun in number?
GB184	229	166	63	0.27510917030567683	63	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB184 AdjNUM	Can an adnominal property word agree with the noun in number?
GB184	229	166	63	0.27510917030567683	63	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB184 AdjNUM	Can an adnominal property word agree with the noun in number?
GB184	229	166	63	0.27510917030567683	63	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB184 AdjNUM	Can an adnominal property word agree with the noun in number?
GB185	235	153	82	0.34893617021276596	82	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB185 DEMNum	Can an adnominal demonstrative agree with the noun in number?
GB185	235	153	82	0.34893617021276596	82	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB185 DEMNum	Can an adnominal demonstrative agree with the noun in number?
GB185	235	153	82	0.34893617021276596	82	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB185 DEMNum	Can an adnominal demonstrative agree with the noun in number?
GB185	235	153	82	0.34893617021276596	82	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB185 DEMNum	Can an adnominal demonstrative agree with the noun in number?
GB186	232	165	67	0.28879310344827586	67	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB186 ARTNum	Can an article agree with the noun in number?
GB186	232	165	67	0.28879310344827586	67	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB186 ARTNum	Can an article agree with the noun in number?
GB186	232	165	67	0.28879310344827586	67	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB186 ARTNum	Can an article agree with the noun in number?
GB186	232	165	67	0.28879310344827586	67	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB186 ARTNum	Can an article agree with the noun in number?
GB187	136	115	21	0.15441176470588236	21	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB187 DIMBound	Is there any productive diminutive marking on the noun (exclude marking by system of nominal classification only)?
GB187	136	115	21	0.15441176470588236	21	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB187 DIMBound	Is there any productive diminutive marking on the noun (exclude marking by system of nominal classification only)?
GB187	136	115	21	0.15441176470588236	21	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB187 DIMBound	Is there any productive diminutive marking on the noun (exclude marking by system of nominal classification only)?
GB187	136	115	21	0.15441176470588236	21	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB187 DIMBound	Is there any productive diminutive marking on the noun (exclude marking by system of nominal classification only)?
GB188	136	126	10	0.07352941176470588	10	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB188 AUGBound	Is there any productive augmentative marking on the noun (exclude marking by system of nominal classification only)?
GB188	136	126	10	0.07352941176470588	10	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB188 AUGBound	Is there any productive augmentative marking on the noun (exclude marking by system of nominal classification only)?
GB188	136	126	10	0.07352941176470588	10	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB188 AUGBound	Is there any productive augmentative marking on the noun (exclude marking by system of nominal classification only)?
GB188	136	126	10	0.07352941176470588	10	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB188 AUGBound	Is there any productive augmentative marking on the noun (exclude marking by system of nominal classification only)?
GB192	246	245	1	0.0040650406504065045	1	Proto-Oceanic	0	NA	NA	NA	NA	NA	NA	Absent	1	0	True Negative	GB192 GenderPhono	Is there a gender system where a noun's phonological properties are a factor in class assignment?
GB192	246	245	1	0.0040650406504065045	1	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB192 GenderPhono	Is there a gender system where a noun's phonological properties are a factor in class assignment?
GB192	246	245	1	0.0040650406504065045	1	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB192 GenderPhono	Is there a gender system where a noun's phonological properties are a factor in class assignment?
GB192	246	245	1	0.0040650406504065045	1	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB192 GenderPhono	Is there a gender system where a noun's phonological properties are a factor in class assignment?
GB196	255	254	1	0.00392156862745098	1	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB196 PRO2PMascFem	Is there a male/female distinction in 2nd person independent pronouns?
GB196	255	254	1	0.00392156862745098	1	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB196 PRO2PMascFem	Is there a male/female distinction in 2nd person independent pronouns?
GB196	255	254	1	0.00392156862745098	1	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB196 PRO2PMascFem	Is there a male/female distinction in 2nd person independent pronouns?
GB196	255	254	1	0.00392156862745098	1	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB196 PRO2PMascFem	Is there a male/female distinction in 2nd person independent pronouns?
GB197	255	254	1	0.00392156862745098	1	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB197 PRO1PMascFem	Is there a male/female distinction in 1st person independent pronouns?
GB197	255	254	1	0.00392156862745098	1	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB197 PRO1PMascFem	Is there a male/female distinction in 1st person independent pronouns?
GB197	255	254	1	0.00392156862745098	1	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB197 PRO1PMascFem	Is there a male/female distinction in 1st person independent pronouns?
GB197	255	254	1	0.00392156862745098	1	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB197 PRO1PMascFem	Is there a male/female distinction in 1st person independent pronouns?
GB198	242	235	7	0.028925619834710745	7	Proto-Oceanic	0	NA	NA	NA	NA	NA	NA	Absent	1	0	True Negative	GB198 NUMGender	Can an adnominal numeral agree with the noun in gender/noun class?
GB198	242	235	7	0.028925619834710745	7	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB198 NUMGender	Can an adnominal numeral agree with the noun in gender/noun class?
GB198	242	235	7	0.028925619834710745	7	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB198 NUMGender	Can an adnominal numeral agree with the noun in gender/noun class?
GB198	242	235	7	0.028925619834710745	7	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB198 NUMGender	Can an adnominal numeral agree with the noun in gender/noun class?
GB204	138	78	60	0.43478260869565216	60	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB204 QUANTUniversal	Do collective ('all') and distributive ('every') universal quantifiers differ in their forms or their syntactic positions?
GB204	138	78	60	0.43478260869565216	60	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB204 QUANTUniversal	Do collective ('all') and distributive ('every') universal quantifiers differ in their forms or their syntactic positions?
GB204	138	78	60	0.43478260869565216	60	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB204 QUANTUniversal	Do collective ('all') and distributive ('every') universal quantifiers differ in their forms or their syntactic positions?
GB204	138	78	60	0.43478260869565216	60	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB204 QUANTUniversal	Do collective ('all') and distributive ('every') universal quantifiers differ in their forms or their syntactic positions?
GB250	137	97	40	0.291970802919708	40	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB250 PredPOSSHabeo	Can predicative possession be expressed with a transitive 'habeo' verb?
GB250	137	97	40	0.291970802919708	40	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB250 PredPOSSHabeo	Can predicative possession be expressed with a transitive 'habeo' verb?
GB250	137	97	40	0.291970802919708	40	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB250 PredPOSSHabeo	Can predicative possession be expressed with a transitive 'habeo' verb?
GB250	137	97	40	0.291970802919708	40	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB250 PredPOSSHabeo	Can predicative possession be expressed with a transitive 'habeo' verb?
GB252	113	98	15	0.13274336283185842	15	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB252 PredPOSSLoc	Can predicative possession be expressed with an S-like possessum and a locative-coded possessor?
GB252	113	98	15	0.13274336283185842	15	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB252 PredPOSSLoc	Can predicative possession be expressed with an S-like possessum and a locative-coded possessor?
GB252	113	98	15	0.13274336283185842	15	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB252 PredPOSSLoc	Can predicative possession be expressed with an S-like possessum and a locative-coded possessor?
GB252	113	98	15	0.13274336283185842	15	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB252 PredPOSSLoc	Can predicative possession be expressed with an S-like possessum and a locative-coded possessor?
GB253	115	102	13	0.11304347826086956	13	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB253 PredPOSSDat	Can predicative possession be expressed with an S-like possessum and a dative-coded possessor?
GB253	115	102	13	0.11304347826086956	13	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB253 PredPOSSDat	Can predicative possession be expressed with an S-like possessum and a dative-coded possessor?
GB253	115	102	13	0.11304347826086956	13	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB253 PredPOSSDat	Can predicative possession be expressed with an S-like possessum and a dative-coded possessor?
GB253	115	102	13	0.11304347826086956	13	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB253 PredPOSSDat	Can predicative possession be expressed with an S-like possessum and a dative-coded possessor?
GB254	144	50	94	0.3472222222222222	50	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB254 PredPOSSAdnom	Can predicative possession be expressed with an S-like possessum and a possessor that is coded like an adnominal possessor?
GB254	144	50	94	0.3472222222222222	50	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB254 PredPOSSAdnom	Can predicative possession be expressed with an S-like possessum and a possessor that is coded like an adnominal possessor?
GB254	144	50	94	0.3472222222222222	50	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB254 PredPOSSAdnom	Can predicative possession be expressed with an S-like possessum and a possessor that is coded like an adnominal possessor?
GB254	144	50	94	0.3472222222222222	50	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB254 PredPOSSAdnom	Can predicative possession be expressed with an S-like possessum and a possessor that is coded like an adnominal possessor?
GB256	114	96	18	0.15789473684210525	18	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB256 PredPOSSComitative	Can predicative possession be expressed with an S-like possessor and a possessum that is coded like a comitative argument?
GB256	114	96	18	0.15789473684210525	18	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB256 PredPOSSComitative	Can predicative possession be expressed with an S-like possessor and a possessum that is coded like a comitative argument?
GB256	114	96	18	0.15789473684210525	18	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB256 PredPOSSComitative	Can predicative possession be expressed with an S-like possessor and a possessum that is coded like a comitative argument?
GB256	114	96	18	0.15789473684210525	18	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB256 PredPOSSComitative	Can predicative possession be expressed with an S-like possessor and a possessum that is coded like a comitative argument?
GB257	194	19	175	0.0979381443298969	19	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB257 QIntonation	Can polar interrogation be marked by intonation only?
GB257	194	19	175	0.0979381443298969	19	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB257 QIntonation	Can polar interrogation be marked by intonation only?
GB257	194	19	175	0.0979381443298969	19	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB257 QIntonation	Can polar interrogation be marked by intonation only?
