Feature_ID	ntips_ML_glottolog	zeroes_ML_glottolog	ones_ML_glottolog	min_percent_ML_glottolog	min_ML_glottolog	Proto-language	Prediction	Feature	Source (Latex)	Source	Comment	Language_ID	conflict	glottolog_ML_prediction	glottolog_ML_prediction_0	glottolog_ML_prediction_1	ML result (Glottolog-tree)	Abbreviation	Question
GB301	138	51	87	0.3695652173913043	51	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Present	0.07462586290729052	0.9253741370927094	NA	GB301 Inclusory	Is there an inclusory construction?
GB301	138	51	87	0.3695652173913043	51	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	0.14235836372925076	0.8576416362707493	NA	GB301 Inclusory	Is there an inclusory construction?
GB301	138	51	87	0.3695652173913043	51	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.17653912338252603	0.8234608766174739	NA	GB301 Inclusory	Is there an inclusory construction?
GB301	138	51	87	0.3695652173913043	51	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.06510624856374128	0.9348937514362587	NA	GB301 Inclusory	Is there an inclusory construction?
GB302	192	187	5	0.026041666666666668	5	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9897538054057166	0.010246194594283433	NA	GB302 PassiveFree	Is there a phonologically free passive marker (""""""""""""""""particle"""""""""""""""" or """"""""""""""""auxiliary"""""""""""""""")?
GB302	192	187	5	0.026041666666666668	5	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9930595438839113	0.006940456116088717	NA	GB302 PassiveFree	Is there a phonologically free passive marker (""""""""""""""""particle"""""""""""""""" or """"""""""""""""auxiliary"""""""""""""""")?
GB302	192	187	5	0.026041666666666668	5	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9901945231180176	0.00980547688198245	NA	GB302 PassiveFree	Is there a phonologically free passive marker (""""""""""""""""particle"""""""""""""""" or """"""""""""""""auxiliary"""""""""""""""")?
GB302	192	187	5	0.026041666666666668	5	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.7742789869950957	0.22572101300490438	NA	GB302 PassiveFree	Is there a phonologically free passive marker (""""""""""""""""particle"""""""""""""""" or """"""""""""""""auxiliary"""""""""""""""")?
GB303	158	157	1	0.006329113924050633	1	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9928381040419673	0.007161895958032771	NA	GB303 AntipassiveFree	Is there a phonologically free antipassive marker (""""""""""""""""particle"""""""""""""""" or """"""""""""""""auxiliary"""""""""""""""")?
GB303	158	157	1	0.006329113924050633	1	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.992366084139847	0.007633915860153054	NA	GB303 AntipassiveFree	Is there a phonologically free antipassive marker (""""""""""""""""particle"""""""""""""""" or """"""""""""""""auxiliary"""""""""""""""")?
GB303	158	157	1	0.006329113924050633	1	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9900961876018002	0.009903812398199756	NA	GB303 AntipassiveFree	Is there a phonologically free antipassive marker (""""""""""""""""particle"""""""""""""""" or """"""""""""""""auxiliary"""""""""""""""")?
GB303	158	157	1	0.006329113924050633	1	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9925286950440085	0.0074713049559913935	NA	GB303 AntipassiveFree	Is there a phonologically free antipassive marker (""""""""""""""""particle"""""""""""""""" or """"""""""""""""auxiliary"""""""""""""""")?
GB304	165	136	29	0.17575757575757575	29	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9999521685911408	4.783140885924492e-5	NA	GB304 PassiveA-ArgOvert	Can the agent be expressed overtly in a passive clause?
GB304	165	136	29	0.17575757575757575	29	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.7665931915992362	0.23340680840076367	NA	GB304 PassiveA-ArgOvert	Can the agent be expressed overtly in a passive clause?
GB304	165	136	29	0.17575757575757575	29	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9558108337309044	0.0441891662690956	NA	GB304 PassiveA-ArgOvert	Can the agent be expressed overtly in a passive clause?
GB304	165	136	29	0.17575757575757575	29	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.0010948535468698294	0.9989051464531302	NA	GB304 PassiveA-ArgOvert	Can the agent be expressed overtly in a passive clause?
GB305	198	121	77	0.3888888888888889	77	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Present	0.35150751274523895	0.6484924872547609	NA	GB305 PRORefl	Is there a phonologically independent reflexive pronoun?
GB305	198	121	77	0.3888888888888889	77	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.8528195202606322	0.14718047973936782	NA	GB305 PRORefl	Is there a phonologically independent reflexive pronoun?
GB305	198	121	77	0.3888888888888889	77	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.8893442500453116	0.11065574995468853	NA	GB305 PRORefl	Is there a phonologically independent reflexive pronoun?
GB305	198	121	77	0.3888888888888889	77	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.7963847655770425	0.20361523442295743	NA	GB305 PRORefl	Is there a phonologically independent reflexive pronoun?
GB306	193	152	41	0.21243523316062177	41	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9884485877680838	0.011551412231916231	NA	GB306 PROReciproc	Is there a phonologically independent non-bipartite reciprocal pronoun?
GB306	193	152	41	0.21243523316062177	41	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9929475047258238	0.0070524952741761815	NA	GB306 PROReciproc	Is there a phonologically independent non-bipartite reciprocal pronoun?
GB306	193	152	41	0.21243523316062177	41	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9801713017888883	0.019828698211111762	NA	GB306 PROReciproc	Is there a phonologically independent non-bipartite reciprocal pronoun?
GB306	193	152	41	0.21243523316062177	41	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9843649579720695	0.015635042027930587	NA	GB306 PROReciproc	Is there a phonologically independent non-bipartite reciprocal pronoun?
GB309	243	203	40	0.1646090534979424	40	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9289833396449617	0.07101666035503823	NA	GB309 MultiplePastFuture	Are there multiple past or multiple future tenses, distinguishing distance from Time of Reference?
GB309	243	203	40	0.1646090534979424	40	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9117922499062985	0.0882077500937016	NA	GB309 MultiplePastFuture	Are there multiple past or multiple future tenses, distinguishing distance from Time of Reference?
GB309	243	203	40	0.1646090534979424	40	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.8287471808593352	0.17125281914066487	NA	GB309 MultiplePastFuture	Are there multiple past or multiple future tenses, distinguishing distance from Time of Reference?
GB309	243	203	40	0.1646090534979424	40	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.928332516087315	0.07166748391268482	NA	GB309 MultiplePastFuture	Are there multiple past or multiple future tenses, distinguishing distance from Time of Reference?
GB312	233	142	91	0.3905579399141631	91	Proto-Oceanic	1	NA	NA	NA	NA	NA	NA	Absent	0.9804421954323438	0.019557804567656285	False Negative	GB312 MoodBoundV	Is there overt morphological marking on the verb dedicated to mood?
GB312	233	142	91	0.3905579399141631	91	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9883536577675671	0.01164634223243279	NA	GB312 MoodBoundV	Is there overt morphological marking on the verb dedicated to mood?
GB312	233	142	91	0.3905579399141631	91	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9571644060540372	0.04283559394596284	NA	GB312 MoodBoundV	Is there overt morphological marking on the verb dedicated to mood?
GB312	233	142	91	0.3905579399141631	91	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9905086509467163	0.00949134905328378	NA	GB312 MoodBoundV	Is there overt morphological marking on the verb dedicated to mood?
GB313	241	141	100	0.4149377593360996	100	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.8927253649413197	0.10727463505868036	NA	GB313 PROPoss	Are there special adnominal possessive pronouns that are not formed by an otherwise regular process?
GB313	241	141	100	0.4149377593360996	100	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9551480939815187	0.044851906018481415	NA	GB313 PROPoss	Are there special adnominal possessive pronouns that are not formed by an otherwise regular process?
GB313	241	141	100	0.4149377593360996	100	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.8312919978539897	0.16870800214601026	NA	GB313 PROPoss	Are there special adnominal possessive pronouns that are not formed by an otherwise regular process?
GB313	241	141	100	0.4149377593360996	100	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.7191178779586141	0.28088212204138585	NA	GB313 PROPoss	Are there special adnominal possessive pronouns that are not formed by an otherwise regular process?
GB314	227	226	1	0.004405286343612335	1	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9936471051174022	0.006352894882597776	NA	GB314 AUGgender	Can augmentative meaning be expressed productively by a shift of gender/noun class?
GB314	227	226	1	0.004405286343612335	1	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.993647109689973	0.006352890310026991	NA	GB314 AUGgender	Can augmentative meaning be expressed productively by a shift of gender/noun class?
GB314	227	226	1	0.004405286343612335	1	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9936471074036914	0.0063528925963086255	NA	GB314 AUGgender	Can augmentative meaning be expressed productively by a shift of gender/noun class?
GB314	227	226	1	0.004405286343612335	1	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9936471074036907	0.006352892596309449	NA	GB314 AUGgender	Can augmentative meaning be expressed productively by a shift of gender/noun class?
GB315	225	225	0	0	0	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GB315 DIMGender	Can diminutive meaning be expressed productively by a shift of gender/noun class?
GB315	225	225	0	0	0	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GB315 DIMGender	Can diminutive meaning be expressed productively by a shift of gender/noun class?
GB315	225	225	0	0	0	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GB315 DIMGender	Can diminutive meaning be expressed productively by a shift of gender/noun class?
GB315	225	225	0	0	0	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GB315 DIMGender	Can diminutive meaning be expressed productively by a shift of gender/noun class?
GB316	243	203	40	0.1646090534979424	40	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9019311005079427	0.0980688994920573	NA	GB316 SingularFree	Is singular number regularly marked in the noun phrase by a dedicated phonologically free element?
GB316	243	203	40	0.1646090534979424	40	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9793722562936261	0.020627743706373877	NA	GB316 SingularFree	Is singular number regularly marked in the noun phrase by a dedicated phonologically free element?
GB316	243	203	40	0.1646090534979424	40	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.7377912207667402	0.26220877923325975	NA	GB316 SingularFree	Is singular number regularly marked in the noun phrase by a dedicated phonologically free element?
GB316	243	203	40	0.1646090534979424	40	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.8759447200264939	0.1240552799735061	NA	GB316 SingularFree	Is singular number regularly marked in the noun phrase by a dedicated phonologically free element?
GB317	239	198	41	0.17154811715481172	41	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Present	0.3418615740180555	0.6581384259819445	NA	GB317 DualFree	Is dual number regularly marked in the noun phrase by a dedicated phonologically free element?
GB317	239	198	41	0.17154811715481172	41	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.8473353900816245	0.1526646099183755	NA	GB317 DualFree	Is dual number regularly marked in the noun phrase by a dedicated phonologically free element?
GB317	239	198	41	0.17154811715481172	41	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.7259595619914555	0.2740404380085445	NA	GB317 DualFree	Is dual number regularly marked in the noun phrase by a dedicated phonologically free element?
GB317	239	198	41	0.17154811715481172	41	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.7552999573124609	0.24470004268753912	NA	GB317 DualFree	Is dual number regularly marked in the noun phrase by a dedicated phonologically free element?
GB318	242	126	116	0.4793388429752066	116	Proto-Polynesian	1	NA	NA	NA	NA	NA	NA	Present	0.16547008980494723	0.8345299101950527	True Positive	GB318 PluralFree	Is plural number regularly marked in the noun phrase by a dedicated phonologically free element?
GB318	242	126	116	0.4793388429752066	116	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.793181977383812	0.206818022616188	NA	GB318 PluralFree	Is plural number regularly marked in the noun phrase by a dedicated phonologically free element?
GB318	242	126	116	0.4793388429752066	116	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9553667304700136	0.044633269529986405	NA	GB318 PluralFree	Is plural number regularly marked in the noun phrase by a dedicated phonologically free element?
GB318	242	126	116	0.4793388429752066	116	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.012417876183647508	0.9875821238163526	NA	GB318 PluralFree	Is plural number regularly marked in the noun phrase by a dedicated phonologically free element?
GB319	245	237	8	0.0326530612244898	8	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.967337644761377	0.03266235523862294	NA	GB319 TrialFree	Is trial number regularly marked in the noun phrase by a dedicated phonologically free element?
GB319	245	237	8	0.0326530612244898	8	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9673376519311636	0.03266234806883641	NA	GB319 TrialFree	Is trial number regularly marked in the noun phrase by a dedicated phonologically free element?
GB319	245	237	8	0.0326530612244898	8	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9673376447613783	0.03266235523862165	NA	GB319 TrialFree	Is trial number regularly marked in the noun phrase by a dedicated phonologically free element?
GB319	245	237	8	0.0326530612244898	8	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9673376698556265	0.03266233014437339	NA	GB319 TrialFree	Is trial number regularly marked in the noun phrase by a dedicated phonologically free element?
GB320	241	226	15	0.06224066390041494	15	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9668137218736579	0.03318627812634214	NA	GB320 PaucalFree	Is paucal number regularly marked in the noun phrase by a dedicated phonologically free element?
GB320	241	226	15	0.06224066390041494	15	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9904353659049164	0.009564634095083584	NA	GB320 PaucalFree	Is paucal number regularly marked in the noun phrase by a dedicated phonologically free element?
GB320	241	226	15	0.06224066390041494	15	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9859470867200772	0.014052913279922852	NA	GB320 PaucalFree	Is paucal number regularly marked in the noun phrase by a dedicated phonologically free element?
GB320	241	226	15	0.06224066390041494	15	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.6672636475461211	0.33273635245387884	NA	GB320 PaucalFree	Is paucal number regularly marked in the noun phrase by a dedicated phonologically free element?
GB321	235	230	5	0.02127659574468085	5	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9946869572203055	0.005313042779694441	NA	GB321 GenderUnpredict	Is there a large class of nouns whose gender/noun class is not phonologically or semantically predictable?
GB321	235	230	5	0.02127659574468085	5	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9932317558769249	0.006768244123075103	NA	GB321 GenderUnpredict	Is there a large class of nouns whose gender/noun class is not phonologically or semantically predictable?
GB321	235	230	5	0.02127659574468085	5	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9791742916668212	0.020825708333178764	NA	GB321 GenderUnpredict	Is there a large class of nouns whose gender/noun class is not phonologically or semantically predictable?
GB321	235	230	5	0.02127659574468085	5	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9906867181866138	0.0093132818133862	NA	GB321 GenderUnpredict	Is there a large class of nouns whose gender/noun class is not phonologically or semantically predictable?
GB322	118	111	7	0.059322033898305086	7	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB322 EvidSense	Is there grammatical marking of direct evidence (perceived with the senses)?
GB322	118	111	7	0.059322033898305086	7	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB322 EvidSense	Is there grammatical marking of direct evidence (perceived with the senses)?
GB322	118	111	7	0.059322033898305086	7	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB322 EvidSense	Is there grammatical marking of direct evidence (perceived with the senses)?
GB322	118	111	7	0.059322033898305086	7	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB322 EvidSense	Is there grammatical marking of direct evidence (perceived with the senses)?
GB323	117	113	4	0.03418803418803419	4	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB323 EvidIndirect	Is there grammatical marking of indirect evidence (hearsay, inference, etc.)?
GB323	117	113	4	0.03418803418803419	4	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB323 EvidIndirect	Is there grammatical marking of indirect evidence (hearsay, inference, etc.)?
GB323	117	113	4	0.03418803418803419	4	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB323 EvidIndirect	Is there grammatical marking of indirect evidence (hearsay, inference, etc.)?
GB323	117	113	4	0.03418803418803419	4	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB323 EvidIndirect	Is there grammatical marking of indirect evidence (hearsay, inference, etc.)?
GB324	220	152	68	0.3090909090909091	68	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Present	0.3542462468379643	0.6457537531620358	NA	GB324 QV	Is there an interrogative verb for content interrogatives (who?, what?, etc.)?
GB324	220	152	68	0.3090909090909091	68	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	0.35603774790400144	0.6439622520959984	NA	GB324 QV	Is there an interrogative verb for content interrogatives (who?, what?, etc.)?
GB324	220	152	68	0.3090909090909091	68	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.659594040019776	0.3404059599802241	NA	GB324 QV	Is there an interrogative verb for content interrogatives (who?, what?, etc.)?
GB324	220	152	68	0.3090909090909091	68	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.09350633467066553	0.9064936653293345	NA	GB324 QV	Is there an interrogative verb for content interrogatives (who?, what?, etc.)?
GB325	172	163	9	0.05232558139534884	9	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9455467006670861	0.05445329933291384	NA	GB325 QCountMass	Is there a count/mass distinction in interrogative quantifiers?
GB325	172	163	9	0.05232558139534884	9	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9729096872069555	0.027090312793044597	NA	GB325 QCountMass	Is there a count/mass distinction in interrogative quantifiers?
GB325	172	163	9	0.05232558139534884	9	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9637885461382156	0.03621145386178442	NA	GB325 QCountMass	Is there a count/mass distinction in interrogative quantifiers?
GB325	172	163	9	0.05232558139534884	9	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.972345588256131	0.027654411743868953	NA	GB325 QCountMass	Is there a count/mass distinction in interrogative quantifiers?
GB326	216	39	177	0.18055555555555555	39	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Present	0.05161953145473867	0.9483804685452613	NA	GB326 QInSitu	Do (nominal) content interrogatives normally or frequently occur in situ?
GB326	216	39	177	0.18055555555555555	39	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	0.016969997021924994	0.9830300029780751	NA	GB326 QInSitu	Do (nominal) content interrogatives normally or frequently occur in situ?
GB326	216	39	177	0.18055555555555555	39	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.22500292614796633	0.7749970738520338	NA	GB326 QInSitu	Do (nominal) content interrogatives normally or frequently occur in situ?
GB326	216	39	177	0.18055555555555555	39	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.01948170608163834	0.9805182939183616	NA	GB326 QInSitu	Do (nominal) content interrogatives normally or frequently occur in situ?
GB327	218	4	214	0.01834862385321101	4	Proto-Polynesian	1	NA	NA	NA	NA	NA	NA	Present	7.638304251575761e-4	0.9992361695748424	True Positive	GB327 RELPost	Can the relative clause follow the noun?
GB327	218	4	214	0.01834862385321101	4	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Present	7.975081732299434e-7	0.9999992024918268	NA	GB327 RELPost	Can the relative clause follow the noun?
GB327	218	4	214	0.01834862385321101	4	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	1.6196468359208104e-4	0.9998380353164079	NA	GB327 RELPost	Can the relative clause follow the noun?
GB327	218	4	214	0.01834862385321101	4	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	6.803141119049989e-4	0.999319685888095	NA	GB327 RELPost	Can the relative clause follow the noun?
GB328	208	201	7	0.03365384615384615	7	Proto-Polynesian	0	NA	NA	NA	NA	NA	NA	Absent	0.9997402729952524	2.597270047476199e-4	True Negative	GB328 RELPre	Can the relative clause precede the noun?
GB328	208	201	7	0.03365384615384615	7	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9999999633848806	3.661511942288535e-8	NA	GB328 RELPre	Can the relative clause precede the noun?
GB328	208	201	7	0.03365384615384615	7	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9999654877098905	3.4512290109539206e-5	NA	GB328 RELPre	Can the relative clause precede the noun?
GB328	208	201	7	0.03365384615384615	7	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.8712629461979581	0.1287370538020419	NA	GB328 RELPre	Can the relative clause precede the noun?
GB329	192	182	10	0.052083333333333336	10	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9479149616664311	0.05208503833356887	NA	GB329 RELInternalHead	Are there internally-headed relative clauses?
GB329	192	182	10	0.052083333333333336	10	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9479151576191873	0.05208484238081261	NA	GB329 RELInternalHead	Are there internally-headed relative clauses?
GB329	192	182	10	0.052083333333333336	10	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9479149616675373	0.052085038332462794	NA	GB329 RELInternalHead	Are there internally-headed relative clauses?
GB329	192	182	10	0.052083333333333336	10	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9479150596402794	0.05208494035972047	NA	GB329 RELInternalHead	Are there internally-headed relative clauses?
GB330	188	175	13	0.06914893617021277	13	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9511399856418534	0.04886001435814653	NA	GB330 RELCorr	Are there correlative relative clauses?
GB330	188	175	13	0.06914893617021277	13	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9637034866713262	0.03629651332867371	NA	GB330 RELCorr	Are there correlative relative clauses?
GB330	188	175	13	0.06914893617021277	13	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9010569557365745	0.0989430442634255	NA	GB330 RELCorr	Are there correlative relative clauses?
GB330	188	175	13	0.06914893617021277	13	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9880783562712826	0.01192164372871743	NA	GB330 RELCorr	Are there correlative relative clauses?
GB331	192	176	16	0.08333333333333333	16	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9166826694035448	0.08331733059645524	NA	GB331 RELAdjoined	Are there non-adjacent relative clauses?
GB331	192	176	16	0.08333333333333333	16	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.916714594097459	0.08328540590254097	NA	GB331 RELAdjoined	Are there non-adjacent relative clauses?
GB331	192	176	16	0.08333333333333333	16	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9166826510566805	0.08331734894331946	NA	GB331 RELAdjoined	Are there non-adjacent relative clauses?
GB331	192	176	16	0.08333333333333333	16	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9165069365140897	0.0834930634859103	NA	GB331 RELAdjoined	Are there non-adjacent relative clauses?
GB333	232	59	173	0.2543103448275862	59	Proto-Oceanic	1	NA	NA	NA	NA	NA	NA	Present	0.001216387015321552	0.9987836129846784	True Positive	GB333 NUMDecimal	Is there a decimal numeral system?
GB333	232	59	173	0.2543103448275862	59	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	2.0770873383502687e-4	0.999792291266165	NA	GB333 NUMDecimal	Is there a decimal numeral system?
GB333	232	59	173	0.2543103448275862	59	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.0014127266132254396	0.9985872733867746	NA	GB333 NUMDecimal	Is there a decimal numeral system?
GB333	232	59	173	0.2543103448275862	59	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.0012903956249500504	0.99870960437505	NA	GB333 NUMDecimal	Is there a decimal numeral system?
GB334	232	129	103	0.44396551724137934	103	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.96988709334903	0.030112906650970026	NA	GB334 NUMQuinary	Is there synchronic evidence for any element of a quinary numeral system?
GB334	232	129	103	0.44396551724137934	103	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9982858388799147	0.0017141611200853016	NA	GB334 NUMQuinary	Is there synchronic evidence for any element of a quinary numeral system?
GB334	232	129	103	0.44396551724137934	103	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9950832866563748	0.004916713343625103	NA	GB334 NUMQuinary	Is there synchronic evidence for any element of a quinary numeral system?
GB334	232	129	103	0.44396551724137934	103	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.999999901053261	9.894673906412753e-8	NA	GB334 NUMQuinary	Is there synchronic evidence for any element of a quinary numeral system?
GB335	228	195	33	0.14473684210526316	33	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9914878659910079	0.008512134008992145	NA	GB335 NUMVigesimal	Is there synchronic evidence for any element of a vigesimal numeral system?
GB335	228	195	33	0.14473684210526316	33	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9889153481554898	0.011084651844510211	NA	GB335 NUMVigesimal	Is there synchronic evidence for any element of a vigesimal numeral system?
GB335	228	195	33	0.14473684210526316	33	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.7484995258292554	0.25150047417074456	NA	GB335 NUMVigesimal	Is there synchronic evidence for any element of a vigesimal numeral system?
GB335	228	195	33	0.14473684210526316	33	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9999527108240142	4.7289175985882145e-5	NA	GB335 NUMVigesimal	Is there synchronic evidence for any element of a vigesimal numeral system?
